raceid,HasGateTrigger (3/3),uuid,Updated At,HUMAN_TRIGGER
2025050504506,191.64,T045D0C0,2025-11-29 16:26:59.397992+00:00,
2025050504508,220.04,T045D0C0,2025-11-29 15:43:44.112359+00:00,
2025050504509,214.04,T045D0C0,2025-11-29 15:01:00.197976+00:00,
2025050504510,53.04,T045D0C0,2025-11-29 14:43:16.409057+00:00,
2025050504511,25.84,T045D0C0,2025-11-29 16:11:41.514118+00:00,
2025050504512,31.04,T045D0C0,2025-11-29 14:36:20.449293+00:00,
2025050600101,58.44,T001D0C0,2025-11-30 06:32:26.789935+00:00,
2025050600102,28.84,T001D0C0,2025-12-01 00:22:45.080392+00:00,
2025050600103,61.64,T001D0C0,2025-11-30 15:54:00.551549+00:00,
2025050600108,83.44,T001D0C0,2025-11-30 06:37:30.717828+00:00,
2025050600109,2.64,T001D0C0,2025-11-30 23:36:40.895785+00:00,
2025050600110,40.24,T001D0C0,2025-11-30 22:57:51.302255+00:00,
2025050600111,13.44,T001D0C0,2025-11-30 18:25:24.706892+00:00,
2025050600112,57.64,T001D0C0,2025-11-30 14:29:42.594083+00:00,
2025050600601,25.44,T006D0C0,2025-11-30 05:00:11.626244+00:00,
2025050600602,189.04,T006D0C0,2025-11-30 06:06:20.787440+00:00,
2025050600603,218.64,T006D0C0,2025-11-30 05:25:33.759681+00:00,
2025050600605,26.84,T006D0C0,2025-11-30 20:47:35.476893+00:00,
2025050600606,216.84,T006D0C0,2025-11-30 10:07:30.442547+00:00,
2025050600609,181.24,T006D0C0,2025-11-30 07:16:29.392204+00:00,
2025050600611,210.24,T006D0C0,2025-11-30 10:31:07.898688+00:00,
2025050600612,4.44,T006D0C0,2025-11-30 21:26:50.273053+00:00,
2025050600712,42.04,T007D0C0,2025-11-30 05:16:58.633887+00:00,
2025050601701,8.04,T017D0C0,2025-11-30 14:12:08.516472+00:00,
2025050601704,13.44,T017D0C0,2025-11-30 04:49:29.491727+00:00,
2025050601706,52.24,T017D0C0,2025-11-30 15:24:50.441202+00:00,
2025050601708,223.04,T017D0C0,2025-11-30 15:59:39.215927+00:00,
2025050601710,55.24,T017D0C0,2025-11-30 23:36:54.902011+00:00,
2025050700707,38.64,T007D0C0,2025-11-30 22:10:45.288800+00:00,
2025050700709,26.64,T007D0C0,2025-11-30 18:07:03.926363+00:00,
2025050701901,118.24,T019D0C0,2025-11-30 14:50:28.980240+00:00,
2025050701903,114.84,T019D0C0,2025-11-30 13:35:38.074838+00:00,
2025050701905,56.84,T019D0C0,2025-11-30 18:50:02.741058+00:00,
2025050701906,52.44,T019D0C0,2025-11-30 08:17:14.345496+00:00,
2025050701908,42.64,T019D0C0,2025-11-30 09:20:15.587435+00:00,
2025050701909,42.44,T019D0C0,2025-11-30 09:41:54.079513+00:00,
2025050701910,20.64,T019D0C0,2025-11-30 09:03:40.645031+00:00,
2025050701911,38.84,T019D0C0,2025-11-30 22:07:53.785019+00:00,
2025050702002,38.44,T020D0C0,2025-11-30 06:13:17.837544+00:00,
2025050702004,34.24,T020D0C0,2025-11-30 21:39:10.727226+00:00,
2025050702005,16.64,T020D0C0,2025-11-30 04:58:01.157932+00:00,
2025050702006,43.24,T020D0C0,2025-11-30 21:24:15.850578+00:00,
2025050702007,40.24,T020D0C0,2025-11-30 05:45:14.178633+00:00,
2025050702008,215.64,T020D0C0,2025-11-30 07:57:49.783113+00:00,
2025050702009,210.64,T020D0C0,2025-11-30 10:06:38.252612+00:00,
2025050702011,33.64,T020D0C0,2025-11-30 13:10:26.811458+00:00,
2025050707601,216.24,T076D0C0,2025-11-30 14:34:38.832723+00:00,
2025050707602,62.84,T076D0C0,2025-11-30 15:46:12.697060+00:00,
2025050707605,4.04,T076D0C0,2025-11-30 12:23:24.019796+00:00,
2025050707606,132.24,T076D0C0,2025-11-30 15:37:20.474520+00:00,
2025050707609,192.24,T076D0C0,2025-11-30 05:06:14.162535+00:00,
2025050707612,217.44,T076D0C0,2025-11-30 12:04:15.903766+00:00,
2025050800710,52.24,T007D0C0,2025-11-30 07:41:32.919692+00:00,
2025050804501,18.84,T045D0C0,2025-11-29 16:54:12.808407+00:00,
2025050804502,50.84,T045D0C0,2025-11-29 16:31:25.237917+00:00,
2025050804503,57.64,T045D0C0,2025-11-29 16:33:03.348523+00:00,
2025050804504,186.64,T045D0C0,2025-11-29 16:19:59.152053+00:00,
2025050804506,23.24,T045D0C0,2025-11-29 16:10:58.610169+00:00,
2025050804507,156.84,T045D0C0,2025-11-29 14:42:15.690483+00:00,
2025050804508,35.84,T045D0C0,2025-11-29 16:43:23.370125+00:00,
2025050804509,183.04,T045D0C0,2025-11-29 15:32:43.165450+00:00,
2025050804510,216.44,T045D0C0,2025-11-29 15:40:40.547938+00:00,
2025050804511,23.44,T045D0C0,2025-11-29 14:33:51.858384+00:00,
2025050804512,191.24,T045D0C0,2025-11-29 15:58:00.248390+00:00,
2025050805401,125.24,T054D0C0,2025-11-30 06:33:36.202088+00:00,
2025050805404,210.44,T054D0C0,2025-11-30 09:16:48.106567+00:00,
2025050805406,149.44,T054D0C0,2025-11-30 08:40:14.249424+00:00,
2025050805408,213.04,T054D0C0,2025-11-30 12:40:11.773673+00:00,
2025050805409,180.44,T054D0C0,2025-11-30 10:49:11.142261+00:00,
2025050805412,112.04,T054D0C0,2025-11-30 11:46:10.221708+00:00,
2025050900102,14.04,T001D0C0,2025-11-30 21:57:42.524138+00:00,
2025050900103,4.04,T001D0C0,2025-11-30 11:40:36.482526+00:00,
2025050900104,30.04,T001D0C0,2025-11-30 17:40:44.677660+00:00,
2025050900105,25.84,T001D0C0,2025-12-01 00:20:34.673056+00:00,
2025050900107,30.24,T001D0C0,2025-11-30 09:14:39.312314+00:00,
2025050900108,220.04,T001D0C0,2025-11-30 08:11:07.868587+00:00,
2025050900109,170.84,T001D0C0,2025-11-30 09:59:38.222235+00:00,
2025050900110,214.04,T001D0C0,2025-11-30 09:26:16.696059+00:00,
2025050902001,32.24,T020D0C0,2025-11-30 15:41:34.859442+00:00,
2025050902006,43.24,T020D0C0,2025-11-30 19:41:21.874175+00:00,
2025050902008,46.24,T020D0C0,2025-11-30 12:12:45.435433+00:00,
2025050902009,270.84,T020D0C0,2025-11-30 09:36:00.781959+00:00,
2025050902010,36.64,T020D0C0,2025-11-30 09:04:48.591181+00:00,
2025050902012,85.24,T020D0C0,2025-11-30 19:31:25.096414+00:00,
2025050905503,55.04,T055D0C0,2025-11-30 17:53:58.866276+00:00,
2025051001702,237.64,T017D0C0,2025-11-30 22:23:49.186374+00:00,
2025051001902,18.24,T019D0C0,2025-11-30 19:26:04.948349+00:00,
2025051001903,35.04,T019D0C0,2025-11-30 23:42:45.078834+00:00,
2025051001907,26.64,T019D0C0,2025-11-30 13:43:07.963102+00:00,
2025051001908,16.84,T019D0C0,2025-11-30 18:26:14.014506+00:00,
2025051001909,20.64,T019D0C0,2025-11-30 23:28:39.226504+00:00,
2025051001911,25.84,T019D0C0,2025-11-30 20:51:41.475079+00:00,
2025051002001,52.04,T020D0C0,2025-11-30 14:07:15.340282+00:00,
2025051002002,185.24,T020D0C0,2025-11-30 06:16:46.941235+00:00,
2025051005511,238.04,T055D0C0,2025-11-30 15:31:10.341280+00:00,
2025051101708,6.64,T017D0C0,2025-11-30 22:29:42.202020+00:00,
2025051101709,31.04,T017D0C0,2025-11-30 15:37:46.088603+00:00,
2025051101710,161.64,T017D0C0,2025-11-30 06:00:51.588049+00:00,
2025051101711,53.44,T017D0C0,2025-11-30 05:39:38.952569+00:00,
2025051101712,112.24,T017D0C0,2025-11-30 16:04:08.347084+00:00,
2025051102003,40.24,T020D0C0,2025-11-30 13:00:12.024265+00:00,
2025051102004,25.24,T020D0C0,2025-11-30 05:02:45.906873+00:00,
2025051102005,52.24,T020D0C0,2025-11-30 14:18:32.530155+00:00,
2025051102008,37.84,T020D0C0,2025-11-30 19:24:40.079988+00:00,
2025051102009,34.24,T020D0C0,2025-11-30 06:14:08.766789+00:00,
2025051102010,204.64,T020D0C0,2025-11-30 20:58:15.365600+00:00,
2025051102012,80.24,T020D0C0,2025-11-30 14:05:58.499839+00:00,
2025051102906,48.04,T029D0C0,2025-11-30 19:35:53.788690+00:00,
2025051102907,184.84,T029D0C0,2025-11-30 11:05:36.337154+00:00,
2025051105503,152.44,T055D0C0,2025-11-30 18:06:09.980318+00:00,
2025051105504,34.64,T055D0C0,2025-11-30 06:01:37.078633+00:00,
2025051105509,64.04,T055D0C0,2025-11-30 14:49:22.586961+00:00,
2025051200307,153.84,T003D0C0,2025-11-30 11:07:44.314319+00:00,
2025051200311,2.64,T003D0C0,2025-11-30 05:49:12.490038+00:00,
2025051200312,18.64,T003D0C0,2025-11-30 14:47:21.627984+00:00,
2025051202910,160.84,T029D0C0,2025-11-30 18:13:57.689261+00:00,
2025051202911,218.64,T029D0C0,2025-11-30 19:45:14.656929+00:00,
2025051204501,111.44,T045D0C0,2025-11-29 16:14:51.603398+00:00,
2025051204502,38.84,T045D0C0,2025-11-29 14:42:05.207860+00:00,
2025051204503,49.04,T045D0C0,2025-11-29 15:02:25.964678+00:00,
2025051204504,42.24,T045D0C0,2025-11-29 16:05:15.886803+00:00,
2025051204505,62.44,T045D0C0,2025-11-29 14:51:23.277645+00:00,
2025051204506,46.04,T045D0C0,2025-11-29 15:16:41.733780+00:00,
2025051204507,47.24,T045D0C0,2025-11-29 16:38:34.132018+00:00,
2025051204508,60.64,T045D0C0,2025-11-29 15:03:28.459199+00:00,
2025051204509,43.24,T045D0C0,2025-11-29 16:14:01.847295+00:00,
2025051204510,36.44,T045D0C0,2025-11-29 16:20:53.464309+00:00,
2025051204511,40.24,T045D0C0,2025-11-29 16:51:35.348542+00:00,
2025051204512,49.24,T045D0C0,2025-11-29 16:24:14.659377+00:00,
2025051205512,282.64,T055D0C0,2025-11-30 22:50:28.940403+00:00,
2025051300101,20.84,T001D0C0,2025-11-30 18:23:21.470812+00:00,
2025051300102,43.04,T001D0C0,2025-11-30 10:03:20.363923+00:00,
2025051300103,19.04,T001D0C0,2025-11-30 18:30:40.091879+00:00,
2025051300105,34.84,T001D0C0,2025-11-30 13:58:17.260637+00:00,
2025051300110,13.44,T001D0C0,2025-12-01 00:19:38.263508+00:00,
2025051300112,5.64,T001D0C0,2025-12-01 00:19:45.598103+00:00,
2025051300602,97.24,T006D0C0,2025-11-30 10:53:54.148914+00:00,
2025051300603,215.84,T006D0C0,2025-11-30 06:39:44.279362+00:00,
2025051300606,17.44,T006D0C0,2025-11-30 07:02:08.820509+00:00,
2025051300608,2.04,T006D0C0,2025-11-30 06:11:45.315981+00:00,
2025051300609,52.24,T006D0C0,2025-11-30 23:52:19.977884+00:00,
2025051300611,279.84,T006D0C0,2025-11-30 07:45:15.676739+00:00,
2025051301701,89.64,T017D0C0,2025-11-30 17:55:57.135710+00:00,
2025051301704,33.44,T017D0C0,2025-11-30 14:16:41.007657+00:00,
2025051301705,49.04,T017D0C0,2025-11-30 21:50:20.046394+00:00,
2025051301708,49.04,T017D0C0,2025-11-30 20:19:12.434863+00:00,
2025051301709,48.04,T017D0C0,2025-11-30 23:53:04.042082+00:00,
2025051301710,48.04,T017D0C0,2025-11-30 23:13:38.216388+00:00,
2025051400702,17.24,T007D0C0,2025-11-30 21:48:04.086407+00:00,
2025051400704,46.04,T007D0C0,2025-11-30 16:46:24.928523+00:00,
2025051400705,8.44,T007D0C0,2025-11-30 20:29:23.382362+00:00,
2025051400708,17.44,T007D0C0,2025-11-30 11:57:03.650481+00:00,
2025051400709,34.64,T007D0C0,2025-11-30 06:02:02.711717+00:00,
2025051401711,14.24,T017D0C0,2025-11-30 19:08:30.996036+00:00,
2025051401712,47.24,T017D0C0,2025-11-30 16:29:59.322930+00:00,
2025051401903,7.04,T019D0C0,2025-11-30 17:55:46.778648+00:00,
2025051401904,35.44,T019D0C0,2025-11-30 19:16:06.402147+00:00,
2025051401905,223.04,T019D0C0,2025-11-30 19:50:22.690742+00:00,
2025051401906,235.04,T019D0C0,2025-11-30 16:22:18.596929+00:00,
2025051401909,26.04,T019D0C0,2025-11-30 23:32:37.190849+00:00,
2025051401911,26.64,T019D0C0,2025-11-30 22:02:46.482779+00:00,
2025051401912,32.44,T019D0C0,2025-11-30 15:25:17.335259+00:00,
2025051402001,26.04,T020D0C0,2025-11-30 13:34:44.771559+00:00,
2025051402002,47.04,T020D0C0,2025-11-30 08:51:12.652740+00:00,
2025051402005,21.04,T020D0C0,2025-11-30 20:53:36.163870+00:00,
2025051402006,50.04,T020D0C0,2025-11-30 20:23:50.013343+00:00,
2025051402008,162.24,T020D0C0,2025-11-30 23:38:44.373625+00:00,
2025051402009,217.44,T020D0C0,2025-11-30 11:25:03.222921+00:00,
2025051402012,37.04,T020D0C0,2025-11-30 05:19:52.021415+00:00,
2025051407608,142.24,T076D0C0,2025-11-30 11:02:40.195063+00:00,
2025051407609,204.64,T076D0C0,2025-11-30 12:40:22.459745+00:00,
2025051407610,20.44,T076D0C0,2025-11-30 13:07:51.479870+00:00,
2025051407611,218.44,T076D0C0,2025-11-30 21:11:23.423301+00:00,
2025051407612,6.44,T076D0C0,2025-11-30 04:49:35.321580+00:00,
2025051500710,45.24,T007D0C0,2025-11-30 20:59:59.819964+00:00,
2025051500711,51.84,T007D0C0,2025-11-30 19:43:07.101843+00:00,
2025051500712,197.24,T007D0C0,2025-11-30 18:28:39.952825+00:00,
2025051504501,51.64,T045D0C0,2025-11-29 14:33:38.194872+00:00,
2025051504502,3.64,T045D0C0,2025-11-29 15:15:51.417389+00:00,
2025051504503,223.04,T045D0C0,2025-11-29 14:22:51.830825+00:00,
2025051504504,220.04,T045D0C0,2025-11-29 15:11:33.965832+00:00,
2025051504506,30.44,T045D0C0,2025-11-29 14:56:15.911398+00:00,
2025051504507,4.04,T045D0C0,2025-11-29 15:25:14.111183+00:00,
2025051504508,9.04,T045D0C0,2025-11-29 15:14:10.888576+00:00,
2025051504509,232.04,T045D0C0,2025-11-29 15:30:51.906144+00:00,
2025051504511,197.64,T045D0C0,2025-11-29 15:40:03.606409+00:00,
2025051504512,59.04,T045D0C0,2025-11-29 15:33:20.937748+00:00,
2025051505403,229.04,T054D0C0,2025-11-30 08:14:49.363905+00:00,
2025051505405,121.04,T054D0C0,2025-11-30 12:48:40.993558+00:00,
2025051505406,232.04,T054D0C0,2025-11-30 09:40:10.807743+00:00,
2025051505407,0.44,T054D0C0,2025-11-30 10:34:15.711578+00:00,
2025051505408,118.04,T054D0C0,2025-11-30 11:34:15.366356+00:00,
2025051505410,251.64,T054D0C0,2025-11-30 09:53:16.879727+00:00,
2025051505411,241.04,T054D0C0,2025-11-30 08:45:14.843281+00:00,
2025051600108,16.64,T001D0C0,2025-12-01 00:25:08.587448+00:00,
2025051600110,36.84,T001D0C0,2025-11-30 06:39:53.467525+00:00,
2025051600111,6.64,T001D0C0,2025-11-30 18:36:03.104645+00:00,
2025051602001,37.24,T020D0C0,2025-11-30 22:14:47.754514+00:00,
2025051602002,43.44,T020D0C0,2025-11-30 15:50:24.369624+00:00,
2025051602003,33.44,T020D0C0,2025-11-30 18:50:34.853096+00:00,
2025051602005,8.64,T020D0C0,2025-11-30 21:59:00.576617+00:00,
2025051602007,192.84,T020D0C0,2025-11-30 07:31:12.801863+00:00,
2025051602009,207.44,T020D0C0,2025-11-30 14:03:53.367219+00:00,
2025051602010,187.44,T020D0C0,2025-11-30 23:46:59.498195+00:00,
2025051602011,76.44,T020D0C0,2025-11-30 13:18:29.838815+00:00,
2025051602012,38.84,T020D0C0,2025-11-30 22:34:13.241012+00:00,
2025051610108,191.44,T101D0C0,2025-11-30 06:01:35.701180+00:00,
2025051702002,36.44,T020D0C0,2025-11-30 09:24:58.333950+00:00,
2025051702004,27.24,T020D0C0,2025-11-30 20:54:49.217654+00:00,
2025051801709,48.44,T017D0C0,2025-11-30 19:19:52.839513+00:00,
2025051801710,103.04,T017D0C0,2025-11-30 07:03:23.524301+00:00,
2025051802006,33.24,T020D0C0,2025-11-30 11:28:05.678637+00:00,
2025051802007,34.04,T020D0C0,2025-11-30 11:20:50.427167+00:00,
2025051802009,302.84,T020D0C0,2025-11-30 19:20:57.324129+00:00,
2025051802010,190.04,T020D0C0,2025-11-30 20:00:45.277730+00:00,
2025051802011,236.04,T020D0C0,2025-11-30 06:36:02.625967+00:00,
2025051802012,197.44,T020D0C0,2025-11-30 08:01:58.050801+00:00,
2025051802908,26.24,T029D0C0,2025-11-30 07:22:05.537785+00:00,
2025051802910,37.04,T029D0C0,2025-11-30 11:43:14.646735+00:00,
2025051900301,27.24,T003D0C0,2025-11-30 16:13:23.761640+00:00,
2025051900302,209.64,T003D0C0,2025-11-30 18:11:03.312206+00:00,
2025051900303,1.04,T003D0C0,2025-11-30 17:39:10.482859+00:00,
2025051900305,32.04,T003D0C0,2025-11-30 20:28:23.815620+00:00,
2025051900306,21.44,T003D0C0,2025-11-30 05:42:26.049062+00:00,
2025051904501,37.24,T045D0C0,2025-11-29 16:52:35.223479+00:00,
2025051904502,43.24,T045D0C0,2025-11-29 16:30:35.517330+00:00,
2025051904503,37.24,T045D0C0,2025-11-29 15:27:03.850141+00:00,
2025051904504,27.84,T045D0C0,2025-11-29 14:31:40.016562+00:00,
2025051904505,31.64,T045D0C0,2025-11-29 14:47:35.378853+00:00,
2025051904506,160.04,T045D0C0,2025-11-29 15:57:53.051340+00:00,
2025051904507,47.44,T045D0C0,2025-11-29 15:22:08.670082+00:00,
2025051904508,27.24,T045D0C0,2025-11-29 15:32:19.513330+00:00,
2025051904509,38.44,T045D0C0,2025-11-29 16:25:18.763307+00:00,
2025051904510,49.04,T045D0C0,2025-11-29 16:38:37.012246+00:00,
2025051904511,51.24,T045D0C0,2025-11-29 15:31:06.006384+00:00,
2025051904512,43.04,T045D0C0,2025-11-29 14:33:04.146743+00:00,
2025052000101,198.84,T001D0C0,2025-11-30 13:33:32.548735+00:00,
2025052000104,40.04,T001D0C0,2025-11-30 19:24:47.364378+00:00,
2025052000109,65.24,T001D0C0,2025-11-30 07:45:10.620404+00:00,
2025052000110,34.04,T001D0C0,2025-11-30 19:39:36.696526+00:00,
2025052000112,37.04,T001D0C0,2025-11-30 16:38:29.759916+00:00,
2025052000309,60.64,T003D0C0,2025-11-30 12:24:58.241910+00:00,
2025052000310,32.44,T003D0C0,2025-11-30 09:06:06.485122+00:00,
2025052000312,44.64,T003D0C0,2025-11-30 08:33:33.970039+00:00,
2025052000601,23.44,T006D0C0,2025-11-30 23:23:23.116513+00:00,
2025052000602,211.84,T006D0C0,2025-11-30 09:18:14.865084+00:00,
2025052000605,153.64,T006D0C0,2025-11-30 23:44:41.056350+00:00,
2025052000606,188.84,T006D0C0,2025-11-30 23:13:51.799376+00:00,
2025052000607,202.04,T006D0C0,2025-11-30 11:33:01.811677+00:00,
2025052000608,0.44,T006D0C0,2025-11-30 09:24:24.191339+00:00,
2025052000609,37.04,T006D0C0,2025-11-30 21:05:52.712494+00:00,
2025052000610,179.64,T006D0C0,2025-11-30 22:08:03.891348+00:00,
2025052001702,60.84,T017D0C0,2025-11-30 07:20:53.304520+00:00,
2025052001703,52.04,T017D0C0,2025-11-30 04:53:03.505512+00:00,
2025052001707,197.64,T017D0C0,2025-11-30 19:37:23.369280+00:00,
2025052001708,36.44,T017D0C0,2025-11-30 23:48:49.328363+00:00,
2025052001709,43.04,T017D0C0,2025-11-30 18:05:04.263031+00:00,
2025052100701,32.04,T007D0C0,2025-11-30 14:16:58.879537+00:00,
2025052100702,122.84,T007D0C0,2025-11-30 19:16:43.074297+00:00,
2025052100703,52.24,T007D0C0,2025-11-30 23:30:56.367864+00:00,
2025052100708,49.04,T007D0C0,2025-11-30 09:00:17.493600+00:00,
2025052100709,29.64,T007D0C0,2025-11-30 12:05:25.675254+00:00,
2025052100710,36.44,T007D0C0,2025-11-30 09:23:13.294369+00:00,
2025052100711,234.84,T007D0C0,2025-11-30 19:57:54.666749+00:00,
2025052101711,82.04,T017D0C0,2025-11-30 13:59:15.930070+00:00,
2025052101903,55.84,T019D0C0,2025-11-30 14:36:35.367710+00:00,
2025052101906,42.84,T019D0C0,2025-11-30 19:22:46.464813+00:00,
2025052101909,10.24,T019D0C0,2025-11-30 13:39:54.303854+00:00,
2025052101910,25.84,T019D0C0,2025-11-30 19:59:11.325990+00:00,
2025052102003,40.84,T020D0C0,2025-11-30 10:45:05.588694+00:00,
2025052102004,39.44,T020D0C0,2025-11-30 22:00:17.357336+00:00,
2025052102008,149.04,T020D0C0,2025-11-30 11:34:59.880852+00:00,
2025052102009,201.84,T020D0C0,2025-11-30 13:22:58.816202+00:00,
2025052102010,206.84,T020D0C0,2025-11-30 14:50:24.639907+00:00,
2025052102011,186.64,T020D0C0,2025-11-30 07:18:32.574853+00:00,
2025052102012,175.24,T020D0C0,2025-11-30 08:59:41.190075+00:00,
2025052200301,39.44,T003D0C0,2025-11-30 12:42:23.697903+00:00,
2025052200302,37.44,T003D0C0,2025-11-30 19:37:16.694243+00:00,
2025052200303,37.04,T003D0C0,2025-11-30 11:04:37.044033+00:00,
2025052200304,37.04,T003D0C0,2025-11-30 17:47:05.287251+00:00,
2025052200305,20.24,T003D0C0,2025-11-30 16:30:07.289641+00:00,
2025052200306,208.24,T003D0C0,2025-11-30 07:12:17.057709+00:00,
2025052200307,232.84,T003D0C0,2025-11-30 21:13:46.572727+00:00,
2025052200310,212.44,T003D0C0,2025-11-30 19:25:03.381181+00:00,
2025052200311,223.04,T003D0C0,2025-11-30 09:46:53.397650+00:00,
2025052200312,203.84,T003D0C0,2025-11-30 07:28:55.006829+00:00,
2025052210107,121.04,T101D0C0,2025-11-30 23:16:27.615257+00:00,
2025052300102,88.44,T001D0C0,2025-12-01 00:19:24.327332+00:00,
2025052300106,81.04,T001D0C0,2025-11-30 22:43:36.175671+00:00,
2025052300107,120.04,T001D0C0,2025-11-30 14:56:27.079848+00:00,
2025052300108,72.24,T001D0C0,2025-11-30 04:58:11.111092+00:00,
2025052300109,196.44,T001D0C0,2025-11-30 18:57:43.648402+00:00,
2025052300110,70.24,T001D0C0,2025-12-01 00:24:39.885211+00:00,
2025052300111,199.04,T001D0C0,2025-11-30 22:04:39.495434+00:00,
2025052300302,32.04,T003D0C0,2025-11-30 13:22:29.509652+00:00,
2025052300303,19.04,T003D0C0,2025-11-30 13:48:49.514405+00:00,
2025052300304,36.64,T003D0C0,2025-11-30 09:40:58.195541+00:00,
2025052302001,37.04,T020D0C0,2025-11-30 13:32:20.576953+00:00,
2025052302004,14.84,T020D0C0,2025-11-30 19:29:54.589761+00:00,
2025052302005,27.24,T020D0C0,2025-11-30 16:41:05.707579+00:00,
2025052302011,24.84,T020D0C0,2025-11-30 19:57:39.773450+00:00,
2025052304501,21.84,T045D0C0,2025-11-29 14:26:59.237081+00:00,
2025052304503,45.84,T045D0C0,2025-11-29 15:20:26.481218+00:00,
2025052304504,44.64,T045D0C0,2025-11-28 09:21:29.988548+00:00,
2025052304506,32.24,T045D0C0,2025-11-29 14:50:52.386905+00:00,
2025052304508,64.04,T045D0C0,2025-11-29 16:25:46.564526+00:00,
2025052304509,8.04,T045D0C0,2025-11-29 16:57:38.460160+00:00,
2025052304510,58.04,T045D0C0,2025-11-29 15:26:58.881064+00:00,
2025052304512,218.64,T045D0C0,2025-11-29 15:28:58.916856+00:00,
2025052305501,209.64,T055D0C0,2025-11-30 06:22:29.255750+00:00,
2025052305503,23.84,T055D0C0,2025-11-30 09:49:17.745294+00:00,
2025052305504,11.24,T055D0C0,2025-11-30 23:15:15.317243+00:00,
2025052305505,47.24,T055D0C0,2025-11-30 15:20:59.565032+00:00,
2025052400307,37.04,T003D0C0,2025-11-30 12:26:01.259541+00:00,
2025052400308,13.64,T003D0C0,2025-11-30 05:24:02.414869+00:00,
2025052400309,180.64,T003D0C0,2025-11-30 15:07:55.691838+00:00,
2025052400310,34.04,T003D0C0,2025-11-30 20:07:02.528079+00:00,
2025052401903,28.24,T019D0C0,2025-11-30 21:15:06.034512+00:00,
2025052401905,211.24,T019D0C0,2025-11-30 19:42:49.276290+00:00,
2025052401909,46.04,T019D0C0,2025-11-30 06:27:24.700969+00:00,
2025052401910,29.04,T019D0C0,2025-11-30 12:38:24.352285+00:00,
2025052401911,29.24,T019D0C0,2025-11-30 23:16:55.431499+00:00,
2025052401912,31.04,T019D0C0,2025-11-30 13:10:38.482892+00:00,
2025052405506,20.84,T055D0C0,2025-11-30 21:39:06.133001+00:00,
2025052405507,243.24,T055D0C0,2025-11-30 09:36:31.676032+00:00,
2025052405508,109.24,T055D0C0,2025-11-30 11:17:53.984466+00:00,
2025052405509,27.44,T055D0C0,2025-11-30 20:35:51.858395+00:00,
2025052405511,198.64,T055D0C0,2025-11-30 16:08:39.092459+00:00,
2025052501704,82.64,T017D0C0,2025-11-30 20:08:32.763536+00:00,
2025052501705,30.24,T017D0C0,2025-11-30 23:35:28.556220+00:00,
2025052501706,44.24,T017D0C0,2025-11-30 16:25:13.700995+00:00,
2025052501708,91.24,T017D0C0,2025-11-30 22:44:31.930002+00:00,
2025052501709,81.64,T017D0C0,2025-11-30 17:39:03.388844+00:00,
2025052501710,77.44,T017D0C0,2025-11-30 15:00:53.596376+00:00,
2025052501711,49.64,T017D0C0,2025-11-30 06:31:53.372420+00:00,
2025052501712,32.24,T017D0C0,2025-11-30 13:16:27.266224+00:00,
2025052502902,174.04,T029D0C0,2025-11-30 19:52:27.670137+00:00,
2025052502903,208.04,T029D0C0,2025-11-30 12:54:35.187816+00:00,
2025052502905,77.24,T029D0C0,2025-11-30 14:15:20.599209+00:00,
2025052502910,42.64,T029D0C0,2025-11-30 07:58:26.474887+00:00,
2025052505504,49.64,T055D0C0,2025-11-30 08:52:59.638350+00:00,
2025052505508,52.24,T055D0C0,2025-11-30 19:45:19.799795+00:00,
2025052600305,31.04,T003D0C0,2025-11-30 23:48:58.969282+00:00,
2025052600307,5.44,T003D0C0,2025-11-30 05:06:47.513300+00:00,
2025052600309,34.04,T003D0C0,2025-11-30 17:35:34.318778+00:00,
2025052600708,214.84,T007D0C0,2025-11-30 10:44:54.618549+00:00,
2025052602911,37.04,T029D0C0,2025-11-30 07:31:25.889407+00:00,
2025052602912,212.84,T029D0C0,2025-11-30 19:53:51.210557+00:00,
2025052604501,149.64,T045D0C0,2025-11-29 15:22:32.228453+00:00,
2025052604502,27.44,T045D0C0,2025-11-29 14:54:34.098886+00:00,
2025052604503,188.64,T045D0C0,2025-11-29 16:14:41.474168+00:00,
2025052604504,185.64,T045D0C0,2025-11-29 14:31:02.263207+00:00,
2025052604505,226.04,T045D0C0,2025-11-29 16:01:22.128467+00:00,
2025052604506,34.04,T045D0C0,2025-11-29 15:32:47.844553+00:00,
2025052604507,190.64,T045D0C0,2025-11-29 16:52:27.741655+00:00,
2025052604508,179.04,T045D0C0,2025-11-29 14:58:08.143739+00:00,
2025052604510,64.44,T045D0C0,2025-11-29 14:49:33.282523+00:00,
2025052604511,55.04,T045D0C0,2025-11-29 16:36:40.053967+00:00,
2025052604512,28.04,T045D0C0,2025-11-29 14:55:36.032506+00:00,
2025052605510,197.44,T055D0C0,2025-11-30 08:08:24.290400+00:00,
2025052700102,43.24,T001D0C0,2025-11-30 11:31:26.416103+00:00,
2025052700103,37.04,T001D0C0,2025-11-30 09:21:06.976107+00:00,
2025052700104,136.44,T001D0C0,2025-11-30 18:47:26.448863+00:00,
2025052700111,31.04,T001D0C0,2025-11-30 14:17:07.891686+00:00,
2025052700312,209.64,T003D0C0,2025-11-30 18:44:06.220453+00:00,
2025052700602,168.84,T006D0C0,2025-11-30 05:09:19.716387+00:00,
2025052700603,184.84,T006D0C0,2025-11-30 09:58:02.991299+00:00,
